position,player,bye,points_year,points_week,vorp,max_bid,tier
WR,Michael Thomas,6,271.03999999999996,16.939999999999998,6.708749999999998,60.37874999999998,1
WR,Davante Adams,5,238.68,14.9175,4.686250000000001,42.17625000000001,1
WR,Julio Jones,10,234.58999999999997,14.661874999999998,4.430624999999999,39.87562499999999,1
WR,Tyreek Hill,10,225.6,14.1,3.8687500000000004,34.81875,1
WR,DeAndre Hopkins,8,218.32,13.645,3.4137500000000003,30.723750000000003,1
WR,Allen Robinson,11,215.51,13.469375,3.238125,29.143125,1
WR,Chris Godwin,13,214.06,13.37875,3.147500000000001,28.327500000000008,1
WR,Mike Evans,13,208.17,13.010625,2.779375,25.014375,1
WR,Kenny Golladay,5,206.26000000000002,12.891250000000001,2.660000000000002,23.94000000000002,1
WR,Adam Thielen,7,203.26,12.70375,2.4725,22.2525,1
WR,JuJu Smith-Schuster,8,202.64999999999998,12.665624999999999,2.4343749999999993,21.909374999999994,1
WR,A.J. Brown,7,202.57,12.660625,2.4293750000000003,21.864375000000003,1
WR,D.J. Chark,7,199.85,12.490625,2.2593750000000004,20.334375,1
WR,Keenan Allen,10,198.69,12.418125,2.1868750000000006,19.681875000000005,1
WR,Robert Woods,9,198.44,12.4025,2.1712500000000006,19.541250000000005,1
WR,Odell Beckham Jr.,9,198.42999999999998,12.401874999999999,2.1706249999999994,19.535624999999996,1
WR,D.J. Moore,13,196.67000000000002,12.291875000000001,2.0606250000000017,18.545625000000015,1
WR,Calvin Ridley,10,195.32,12.2075,1.9762500000000003,17.786250000000003,1
WR,Amari Cooper,10,195.08999999999997,12.193124999999998,1.9618749999999991,17.656874999999992,1
WR,Cooper Kupp,9,195.01,12.188125,1.9568750000000001,17.611875,1
WR,Tyler Lockett,6,194.72000000000003,12.170000000000002,1.9387500000000024,17.44875000000002,1
WR,Courtland Sutton,8,188.96,11.81,1.5787500000000012,14.20875000000001,2
WR,Terry McLaurin,8,187.64000000000001,11.727500000000001,1.4962500000000016,13.466250000000015,2
WR,DeVante Parker,11,186.25,11.640625,1.4093750000000007,12.684375000000006,2
